gene	p	beta	se	cmafTotal	cmafUsed	nsnpsTotal	nsnpsUsed	nmiss
SLC2A6	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	2	2	0
SOHLH1	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	2	2	0
UBAC1	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	2	2	0
SDCCAG3	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	2	2	0
NSMF	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	1	1	0
GYG2	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	2	2	0
CA5BP1	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	1	1	0
CTPS2::S100G	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	1	1	0
FAM104B	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	1	1	0
SOWAHD	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	1	1	0
BGN	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	2	2	0
RPL10	0.331032595818324	-1.48112272977458	1.52373224510772	0.00431034482758621	0.00431034482758621	2	2	0
HSPA8	0.331314897345076	-0.831068395152595	0.855476182665649	0.0150862068965517	0.0150862068965517	4	4	0
USP35	0.331501398081225	0.838132876038194	0.863080967455437	0.0150862068965517	0.0150862068965517	7	7	0
HIST1H1E	0.33181198718524	-2.00303502403474	2.06398327209014	0.00431034482758621	0.00431034482758621	2	2	0
CSPG4	0.332058660181527	0.740568923166685	0.763492330885208	0.0193965517241379	0.0193965517241379	8	8	0
CACNB3	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	4	4	0
TMC4	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	4	4	0
ESPNP	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	3	3	0
PHTF1	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	4	4	0
RUSC1	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	4	4	0
GGTLC2	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	4	4	0
GABRR2	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	4	4	0
GCK	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	4	4	0
TDP1	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	4	4	0
TMCC2	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	4	4	0
BRPF3	0.332863586872693	1.12907578977581	1.16596452002686	0.00862068965517241	0.00862068965517241	4	4	0
GALNT9	0.333275562070344	-1.15104835346101	1.18966833778097	0.0107758620689655	0.0107758620689655	5	5	0
ADCK4	0.333275562070344	-1.15104835346101	1.18966833778097	0.0107758620689655	0.0107758620689655	5	5	0
TCP10L2	0.333469205700243	-1.97959385831234	2.04683294483516	0.00431034482758621	0.00431034482758621	2	2	0
SLC46A3	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	3	3	0
KIAA0391	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	3	3	0
INPP5K	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	3	3	0
AURKB	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	3	3	0
DHX40	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	3	3	0
NUCB1	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	3	3	0
PGLYRP4	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	3	3	0
BCHE	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	3	3	0
ITGA2	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	3	3	0
ABO	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	3	3	0
DNASE1L3	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	2	2	0
HAND2	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	2	2	0
STEAP2	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	2	2	0
SPATA31D4	0.333525105342683	1.48873242491417	1.53947687014092	0.00646551724137931	0.00646551724137931	2	2	0
DSTYK	0.333555210015268	-1.61521999735405	1.6703798774581	0.00431034482758621	0.00431034482758621	2	2	0
ZNF35	0.333555210015268	-1.61521999735405	1.6703798774581	0.00431034482758621	0.00431034482758621	2	2	0
C1GALT1	0.333555210015268	-1.61521999735405	1.6703798774581	0.00431034482758621	0.00431034482758621	2	2	0
GNE	0.333555210015268	-1.61521999735405	1.6703798774581	0.00431034482758621	0.00431034482758621	2	2	0
KHNYN	0.333570234161931	0.94037793877399	0.972522138808624	0.0107758620689655	0.0107758620689655	5	5	0
SPATA31C2	0.333962708720065	0.786931371810765	0.814491457103163	0.0193965517241379	0.0193965517241379	9	9	0
KRTAP5-8	0.334775442692469	-1.63975476428003	1.70003874357076	0.00431034482758621	0.00431034482758621	2	2	0
SMG9	0.334775442692469	-1.63975476428003	1.70003874357076	0.00431034482758621	0.00431034482758621	2	2	0
PDLIM5	0.334775442692469	-1.63975476428003	1.70003874357076	0.00431034482758621	0.00431034482758621	2	2	0
TRIM27	0.334775442692469	-1.63975476428003	1.70003874357076	0.00431034482758621	0.00431034482758621	2	2	0
GIGYF1	0.334775442692469	-1.63975476428003	1.70003874357076	0.00431034482758621	0.00431034482758621	2	2	0
FAM21C	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	5	5	0
OR10A6	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
EIF3F	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
SLC6A5	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
TUT1	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
MMP10	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
CPNE8	0.33505343628885	0.855515759962305	0.887478272283481	0.0129310344827586	0.0129310344827586	5	5	0
IRAK3	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	5	5	0
FGD6	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	4	4	0
DGKH	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
MAPKBP1	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
SHC2	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
ZNF823	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	5	5	0
SUGP2	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
PBX4	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
VSIG10L	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	4	4	0
TTLL10	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	4	4	0
STK40	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	3	3	0
DAB1	0.33505343628885	0.855515759962305	0.887478272283481	0.0129310344827586	0.0129310344827586	5	5	0
JAG1	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
ACSS2	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	4	4	0
ATR	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
GAK	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
NPNT	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
SHROOM1	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	5	5	0
SLC26A2	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
SOX30	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
ZFP62	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
SKIV2L	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	5	5	0
KIAA1586	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	5	5	0
BCKDHB	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	5	5	0
PRDM1	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
NCF1	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	5	5	0
DNAJB6	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	4	4	0
GDPD5	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	5	5	0
RPGRIP1L	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
CD7	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	3	3	0
TMEM79	0.33505343628885	0.855515759962305	0.887478272283481	0.0129310344827586	0.0129310344827586	4	4	0
ZNF496	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	5	5	0
ACR	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
QPCT	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
CKAP2L	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
FAM171B	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
FARS2	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
CYP2W1	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	3	3	0
SUMF2	0.33505343628885	0.855515759962305	0.88747827228348	0.0129310344827586	0.0129310344827586	6	6	0
CSF2RB	0.337073592084869	1.61785217011126	1.68532677842007	0.0150862068965517	0.0150862068965517	6	6	0
FAM35A	0.338777780230857	-1.69215501822094	1.7689578891466	0.00431034482758621	0.00431034482758621	2	2	0
FAM175B	0.338777780230857	-1.69215501822094	1.7689578891466	0.00431034482758621	0.00431034482758621	2	2	0
ASCL3	0.338777780230857	-1.69215501822094	1.7689578891466	0.00431034482758621	0.00431034482758621	2	2	0
AMDHD2	0.338777780230857	-1.69215501822094	1.7689578891466	0.00431034482758621	0.00431034482758621	2	2	0
FLT3LG	0.338777780230857	-1.69215501822094	1.7689578891466	0.00431034482758621	0.00431034482758621	2	2	0
MCHR1	0.338777780230857	-1.69215501822094	1.7689578891466	0.00431034482758621	0.00431034482758621	2	2	0
METTL8	0.338777780230857	-1.69215501822094	1.7689578891466	0.00431034482758621	0.00431034482758621	2	2	0
KAT2B	0.338777780230857	-1.69215501822094	1.7689578891466	0.00431034482758621	0.00431034482758621	2	2	0
ZNF876P	0.338777780230857	-1.69215501822094	1.7689578891466	0.00431034482758621	0.00431034482758621	2	2	0
SLC12A6	0.339964025897485	0.827514955009431	0.86720126257497	0.0172413793103448	0.0172413793103448	8	8	0
LRRC8D	0.340419224718234	0.991052283478577	1.03956106340218	0.00646551724137931	0.00646551724137931	3	3	0
TBATA	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
PPP1R14B	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
ANO6	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
SMAD3	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
SNUPN	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
SULT1A2	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
MYPOP	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
WARS2	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
GALR3	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
SAP130	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
GHSR	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
ZNF184	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
RHPN1	0.340603519523387	-1.70852749128345	1.79283848793645	0.00431034482758621	0.00431034482758621	2	2	0
DZIP1	0.340981431043867	1.10401660135783	1.15940379350828	0.00862068965517241	0.00862068965517241	3	3	0
ZNF136	0.340981431043867	1.10401660135783	1.15940379350828	0.00862068965517241	0.00862068965517241	4	4	0
MCM7	0.341189939197998	-0.696911794607955	0.732191163995162	0.021551724137931	0.021551724137931	10	10	0
AP1B1	0.341306510308869	0.927874375744972	0.975081037902375	0.0129310344827586	0.0129310344827586	6	6	0
TRAF3IP1	0.341306510308869	0.927874375744972	0.975081037902375	0.0129310344827586	0.0129310344827586	6	6	0
DZIP3	0.341306510308869	0.927874375744972	0.975081037902375	0.0129310344827586	0.0129310344827586	6	6	0
TRPM2	0.342589471835472	0.722223301160024	0.76098704598673	0.0280172413793103	0.0280172413793103	10	10	0
PLCH2	0.342667506942811	1.09165407687292	1.1504321878958	0.0107758620689655	0.0107758620689655	4	4	0
ZFPM2	0.342689268487383	0.932570914789623	0.982827796592232	0.0129310344827586	0.0129310344827586	6	6	0
ADAM11	0.342831182477063	0.768050135082819	0.80967891645651	0.0172413793103448	0.0172413793103448	6	6	0
ANKRD50	0.343218083295586	0.643810415488917	0.679249641333427	0.021551724137931	0.021551724137931	10	10	0
GLI2	0.3433717273559	0.461440818855438	0.486996338069314	0.0366379310344828	0.0366379310344828	13	13	0
PDE4DIP	0.34353748900773	-0.486799670159196	0.513936116094963	0.0452586206896552	0.0452586206896552	17	17	0
OR7G3	0.344030369659838	1.47145586833208	1.5550691358002	0.00646551724137931	0.00646551724137931	3	3	0
DHX36	0.344030369659839	1.47145586833208	1.5550691358002	0.00646551724137931	0.00646551724137931	3	3	0
FCGRT	0.344030369659839	1.47145586833208	1.5550691358002	0.00646551724137931	0.00646551724137931	3	3	0
CPNE1	0.344030369659839	1.47145586833208	1.5550691358002	0.00646551724137931	0.00646551724137931	3	3	0
SCAP	0.344045630126803	1.59457147634558	1.68523390078996	0.00862068965517241	0.00862068965517241	4	4	0
CD86	0.344711886392462	1.41483014412756	1.49733927078949	0.00862068965517241	0.00862068965517241	4	4	0
DENND1A	0.345356739315266	1.25571285974593	1.33072031330462	0.00862068965517241	0.00862068965517241	4	4	0
HMGXB3	0.345356739315266	1.25571285974593	1.33072031330462	0.00862068965517241	0.00862068965517241	4	4	0
MAP3K6	0.346897946023308	0.558852217050632	0.594129687460369	0.021551724137931	0.021551724137931	10	10	0
PIGZ	0.347026415425864	1.37809619373298	1.46547871853144	0.00646551724137931	0.00646551724137931	3	3	0
ANO9	0.348792414483603	0.741813914706128	0.791746024591624	0.0129310344827586	0.0129310344827586	5	5	0
PCDHGA9	0.349106270368646	1.58279933072198	1.69043933701988	0.00862068965517241	0.00862068965517241	4	4	0
ZNF142	0.349544540322562	0.893333845295462	0.954954071761686	0.0172413793103448	0.0172413793103448	8	8	0
PCDHGA2	0.350142410798133	-0.762728489011641	0.816352133045408	0.0193965517241379	0.0193965517241379	9	9	0
USP10	0.351127751229196	-0.500859658646507	0.537170186329819	0.0237068965517241	0.0237068965517241	6	6	0
HERC2P3	0.35154556311555	1.03282552978227	1.10866296596789	0.0237068965517241	0.0237068965517241	6	6	0
KCTD19	0.352168239351958	0.700518879059235	0.752928868421269	0.0193965517241379	0.0193965517241379	8	8	0
STIL	0.352168239351958	0.700518879059235	0.752928868421269	0.0193965517241379	0.0193965517241379	7	7	0
KRTAP5-7	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
LUM	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
OR5AU1	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
RAP1GAP2	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
MPP2	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
SCAMP3	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
BPIFB6	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
STIM2	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
NKD2	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
TERT	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
SMC1A	0.352966703777857	1.36470129400199	1.46923716584719	0.00646551724137931	0.00646551724137931	3	3	0
TUBB7P	0.354181789783622	1.37050500603226	1.47921473863286	0.00862068965517241	0.00862068965517241	4	4	0
ENSG00000177359	0.354714418792778	0.465622577859633	0.503112735673022	0.0344827586206897	0.0344827586206897	13	13	0
CEACAM5	0.354753063176918	0.997383941716707	1.07777605366893	0.0107758620689655	0.0107758620689655	5	5	0
DCPS	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	3	3	0
TPST2	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	2	2	0
GPR55	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	2	2	0
DCDC2	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	3	3	0
GPR63	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	2	2	0
TRBV5-4	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	2	2	0
P4HA1	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	3	3	0
OR51G1	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	3	3	0
NXPE1	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	3	3	0
DET1	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	3	3	0
SF3B3	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	3	3	0
JPH2	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	3	3	0
BMPR2	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	3	3	0
LARP1	0.35491461852414	1.45346682901959	1.57114800607296	0.00646551724137931	0.00646551724137931	3	3	0
EML3	0.354921532844409	0.864227186007599	0.934213499185882	0.0107758620689655	0.0107758620689655	5	5	0
MOV10L1	0.355229807019136	1.30580840727828	1.41245927558965	0.0107758620689655	0.0107758620689655	5	5	0
GAPVD1	0.355626278692804	0.787801076893629	0.852846660210285	0.0172413793103448	0.0172413793103448	8	8	0
CD44	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
ADPGK	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	2	2	0
RPUSD1	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	2	2	0
RRN3P1	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	2	2	0
VKORC1	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	2	2	0
MED16	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
RNF19B	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
TESK2	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
GNAT2	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
ZC3H11A	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
TMEM239	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	1	1	0
SELM	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
TWF2	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
FBXL21	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
ASH2L	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
CDK9	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	3	3	0
AGTR2	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	2	2	0
DAZ2::DAZ3::DAZ4	0.356657049551809	-0.887901549560781	0.963274163909741	0.00646551724137931	0.00646551724137931	1	1	0
PPP1R9A	0.357167506152001	0.695577228072236	0.755425206023935	0.0387931034482759	0.0387931034482759	17	17	0
B4GALT5	0.358297750051274	-1.12903453950238	1.22906368874015	0.00862068965517241	0.00862068965517241	3	3	0
FAM160A1	0.358297750051274	-1.12903453950238	1.22906368874015	0.00862068965517241	0.00862068965517241	3	3	0
TRIM26	0.358806170130679	1.00045273387861	1.09024261977395	0.00862068965517241	0.00862068965517241	4	4	0
DOCK10	0.359328293783801	0.597268492891794	0.651580484777079	0.0301724137931034	0.0301724137931034	13	13	0
NSD1	0.35997130650225	0.658321703107679	0.719147355965734	0.0237068965517241	0.0237068965517241	11	11	0
UBXN2A	0.360405639945449	1.00101425669484	1.09449218660445	0.00646551724137931	0.00646551724137931	3	3	0
SEC31B	0.360405639945449	1.00101425669484	1.09449218660445	0.00646551724137931	0.00646551724137931	3	3	0
PKP2	0.360405639945449	1.00101425669484	1.09449218660445	0.00646551724137931	0.00646551724137931	3	3	0
KCNAB1	0.360405639945449	1.00101425669484	1.09449218660445	0.00646551724137931	0.00646551724137931	3	3	0
OR6K6	0.36087613618616	1.06654003897503	1.16727992092857	0.0107758620689655	0.0107758620689655	4	4	0
ZNF716	0.36087613618616	1.06654003897503	1.16727992092857	0.0107758620689655	0.0107758620689655	3	3	0
SF3B1	0.36087613618616	1.06654003897503	1.16727992092857	0.0107758620689655	0.0107758620689655	4	4	0
LRSAM1	0.36087613618616	1.06654003897503	1.16727992092857	0.0107758620689655	0.0107758620689655	5	5	0
WNK3	0.36087613618616	1.06654003897503	1.16727992092857	0.0107758620689655	0.0107758620689655	4	4	0
ZC3HAV1	0.361064374577442	-1.78187234900101	1.95094341930047	0.00431034482758621	0.00431034482758621	2	2	0
SEMA3E	0.36117160525973	1.06498195011186	1.16629204304451	0.0172413793103448	0.0172413793103448	8	8	0
PERM1	0.361408455843841	-0.800716506839032	0.877320077372041	0.0150862068965517	0.0150862068965517	5	5	0
RAPGEF6	0.362027437269714	0.536031416055447	0.588070583987382	0.0258620689655172	0.0258620689655172	11	11	0
LILRB2	0.362192134030984	-0.267058911879133	0.293086146727486	0.0495689655172414	0.0495689655172414	17	17	0
PLK3	0.363385243516054	1.28660517123964	1.41551082602303	0.00646551724137931	0.00646551724137931	3	3	0
PROSER1	0.36358715902859	0.713591910359319	0.785417524105342	0.0129310344827586	0.0129310344827586	6	6	0
KIAA0408	0.363739153506563	-0.962719401105934	1.05995635111321	0.0129310344827586	0.0129310344827586	5	5	0
KIAA1549L	0.364115140482438	0.939195894595306	1.03486768773986	0.0193965517241379	0.0193965517241379	8	8	0
ROM1	0.364133855538182	0.568666358092591	0.626618369175343	0.0172413793103448	0.0172413793103448	7	7	0
ELMO3	0.3641386491458	0.692344451025066	0.762907951377648	0.0172413793103448	0.0172413793103448	6	6	0
TAS1R1	0.364504605289882	0.662726299430677	0.730828511436221	0.0172413793103448	0.0172413793103448	7	7	0
PCDHB7	0.364516506570548	0.947590268389949	1.04499122870828	0.0129310344827586	0.0129310344827586	6	6	0
PCDHB13	0.364539818577605	-0.714694377554584	0.788194732189352	0.0237068965517241	0.0237068965517241	10	10	0
COL9A2	0.365020645640445	0.550192535290728	0.607383919753863	0.0237068965517241	0.0237068965517241	8	8	0
KRT6A	0.365136348904302	1.0320171913813	1.13956819506995	0.00862068965517241	0.00862068965517241	3	3	0
DVL1	0.365136348904302	1.0320171913813	1.13956819506995	0.00862068965517241	0.00862068965517241	4	4	0
CCDC185	0.365136348904302	1.0320171913813	1.13956819506995	0.00862068965517241	0.00862068965517241	2	2	0
CROT	0.365136348904302	1.0320171913813	1.13956819506995	0.00862068965517241	0.00862068965517241	4	4	0
HMCN1	0.365435781580446	0.335279555720833	0.370451771364237	0.0668103448275862	0.0668103448275862	30	30	0
IL19	0.365741004725706	1.00261042730439	1.10849391214924	0.00646551724137931	0.00646551724137931	3	3	0
KIR2DL1	0.365741004725706	1.00261042730439	1.10849391214924	0.00646551724137931	0.00646551724137931	3	3	0
XRCC3	0.368200496615856	0.851563190538741	0.946339865917717	0.0107758620689655	0.0107758620689655	5	5	0
ABCC10	0.368802288986387	1.40164152103331	1.55959908559148	0.00862068965517241	0.00862068965517241	4	4	0
TRIP12	0.370334962419563	0.675578886642487	0.754123820471301	0.021551724137931	0.021551724137931	10	10	0
EPN1	0.370346827560037	1.05166046407499	1.17395893753655	0.0107758620689655	0.0107758620689655	5	5	0
USP13	0.370346827560038	1.05166046407499	1.17395893753655	0.0107758620689655	0.0107758620689655	5	5	0
EPHB6	0.370346827560038	1.05166046407499	1.17395893753655	0.0107758620689655	0.0107758620689655	4	4	0
KANK1	0.370462674347728	-1.20405639259901	1.34440255453533	0.0107758620689655	0.0107758620689655	4	4	0
TNC	0.370625081502066	0.909828042004418	1.01622348676497	0.0193965517241379	0.0193965517241379	9	9	0
FAM86B2	0.370629962058881	-0.892732926484278	0.997139436735915	0.00646551724137931	0.00646551724137931	2	2	0
DOCK5	0.370953432981996	-0.850628297209569	0.950753195877234	0.0237068965517241	0.0237068965517241	10	10	0
SNRNP200	0.371342706545225	0.711627735249265	0.796038818739294	0.0193965517241379	0.0193965517241379	9	9	0
SALL3	0.372180512702936	0.64109000753548	0.71839154048704	0.0258620689655172	0.0258620689655172	10	10	0
ANKRD36B	0.372291477613447	-0.645707707571262	0.723733975767254	0.0150862068965517	0.0150862068965517	7	7	0
